seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
191	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	37.119875	49.249401	37.894875	47.912567	37.123053	47.465121	36.349642	47.909815	35.579409	46.570229	34.034177	46.567477	32.488945	46.564725	31.713945	47.901559	32.485767	48.349005	32.484178	49.241146	34.029410	49.243898	34.799643	50.583484	35.573054	50.138790	35.574643	49.246649
192	#006699	#000000	#00000000	#00000000		53.498550	54.701983	34.029410	49.243898	34.799643	50.583484	34.026232	51.028178	33.254410	50.580732	32.479411	51.917567	30.934179	51.914815	29.388947	51.912063	28.618714	50.572477	29.392125	50.127783	29.393713	49.235642	30.938945	49.238394	31.713945	47.901559	32.485767	48.349005	32.484178	49.241146
193	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	26.298467	51.906555	25.523467	53.243389	26.295290	53.690836	27.068700	53.246142	27.838933	54.585729	29.384165	54.588481	30.929397	54.591234	31.704397	53.254400	30.932575	52.806953	30.934163	51.914812	29.388931	51.912060	28.618699	50.572473	27.845288	51.017167	27.843699	51.909308
194	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	30.929397	54.591233	31.699630	55.930820	32.473041	55.486126	32.474630	54.593985	34.019862	54.596737	34.794861	53.259902	35.569861	51.923068	34.799628	50.583481	34.026217	51.028175	33.254395	50.580730	32.479395	51.917564	30.934163	51.914812	30.932575	52.806953	31.704397	53.254399
195	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	37.110341	54.602244	38.655573	54.604997	38.657162	53.712857	37.885340	53.265410	38.660340	51.928575	37.890107	50.588989	37.119875	49.249402	35.574643	49.246649	35.573054	50.138790	34.799643	50.583484	35.569876	51.923071	34.794876	53.259905	35.566698	53.707352	36.340109	53.262658
196	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	32.469863	57.270406	33.240096	58.609992	34.013507	58.165298	34.015096	57.273158	35.560328	57.275910	36.335327	55.939075	37.110327	54.602240	36.340094	53.262654	35.566683	53.707348	34.794861	53.259902	34.019862	54.596737	32.474630	54.593985	32.473041	55.486126	33.244863	55.933571
197	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	55.653128	54.635259	56.428126	53.298423	55.656305	52.850978	54.882894	53.295672	54.112660	51.956086	52.567427	51.953335	51.022195	51.950585	50.247196	53.287420	51.019018	53.734866	51.017429	54.627006	52.562662	54.629757	53.332896	55.969343	54.106306	55.524648	54.107895	54.632508
198	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	24.748469	54.580224	26.293701	54.582977	26.295290	53.690836	25.523467	53.243389	26.298467	51.906555	25.528235	50.566968	24.758003	49.227382	23.212771	49.224629	23.211182	50.116770	22.437771	50.561464	23.208003	51.901050	22.433003	53.237885	23.204825	53.685331	23.978236	53.240637
199	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	24.758003	49.227382	25.533002	47.890547	24.761180	47.443101	23.987769	47.887795	23.217537	46.548208	21.672305	46.545455	20.127073	46.542702	19.352073	47.879537	20.123895	48.326984	20.122306	49.219124	21.667539	49.221877	22.437771	50.561464	23.211182	50.116770	23.212771	49.224629
200	#006699	#000000	#00000000	#00000000		53.498550	54.701983	18.577074	49.216372	19.352073	47.879538	20.123895	48.326984	20.122306	49.219124	21.667538	49.221876	22.437771	50.561462	23.208005	51.901049	22.433005	53.237883	21.661183	52.790438	20.887772	53.235132	20.117539	51.895545	18.572307	51.892793	18.573896	51.000653	19.347307	50.555959
201	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	17.036618	46.537212	15.491386	46.534459	15.489797	47.426600	16.261619	47.874046	15.486619	49.210881	16.256851	50.550468	17.027084	51.890054	18.572316	51.892807	18.573905	51.000666	19.347315	50.555972	18.577083	49.216386	19.352083	47.879551	18.580261	47.432105	17.806850	47.876799
202	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	21.658005	54.574719	22.433005	53.237884	21.661183	52.790438	20.887772	53.235132	20.117540	51.895545	18.572308	51.892792	17.027075	51.890040	16.252076	53.226874	17.023898	53.674321	17.022309	54.566461	18.567541	54.569214	19.337773	55.908801	20.111184	55.464107	20.112773	54.571966
203	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	15.477077	54.563709	17.022309	54.566461	17.023898	53.674321	16.252076	53.226874	17.027075	51.890040	16.256843	50.550453	15.486611	49.210866	13.941379	49.208114	13.939790	50.100254	13.166379	50.544948	13.936611	51.884535	13.161612	53.221369	13.933434	53.668816	14.706845	53.224122
