seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
10	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	13.223368	14.981191	13.743295	15.212752	14.669535	13.133044	13.331576	11.291043	13.792076	10.956553	13.732650	10.390503	13.673224	9.824453	13.153297	9.592893	12.227057	11.672600	9.962857	11.910306	10.022283	12.476356	9.561783	12.810846	10.899742	14.652847	13.163942	14.415142
11	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	8.532574	17.169973	8.592000	17.736023	10.856199	17.498318	11.782440	15.418611	12.302367	15.650171	12.762868	15.315681	13.223368	14.981191	13.163942	14.415142	10.899743	14.652847	9.561784	12.810845	9.101283	13.145335	8.581356	12.913775	7.655116	14.993481	8.993074	16.835483
12	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	8.532574	17.169973	8.012647	16.938413	7.086406	19.018120	8.424364	20.860122	7.963864	21.194612	8.023290	21.760662	8.082716	22.326712	8.602643	22.558272	9.528884	20.478565	11.793083	20.240859	11.733657	19.674809	12.194158	19.340320	10.856199	17.498318	8.592000	17.736023
13	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	8.082716	22.326712	7.622216	22.661202	8.960175	24.503203	11.224375	24.265497	11.283801	24.831547	11.803728	25.063107	12.323655	25.294667	12.784155	24.960177	11.446196	23.118176	12.372436	21.038469	11.852509	20.806909	11.793083	20.240859	9.528883	20.478565	8.602643	22.558272
14	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	12.323655	25.294667	12.383082	25.860717	14.647281	25.623010	15.573520	23.543303	16.093447	23.774863	16.553947	23.440373	17.014447	23.105883	16.955020	22.539833	14.690821	22.777540	13.352861	20.935540	12.892361	21.270030	12.372434	21.038470	11.446195	23.118177	12.784155	24.960177
15	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	15.524741	27.799501	15.584168	28.365551	17.848367	28.127843	18.774606	26.048136	19.294533	26.279696	19.755033	25.945206	20.215533	25.610716	20.156106	25.044666	17.891907	25.282373	16.553947	23.440373	16.093447	23.774863	15.573520	23.543303	14.647281	25.623010	15.985241	27.465011
16	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	20.215533	25.610716	20.735460	25.842276	21.661699	23.762568	20.323739	21.920568	20.784239	21.586078	20.724812	21.020028	20.665386	20.453978	20.145459	20.222418	19.219219	22.302126	16.955020	22.539833	17.014447	23.105883	16.553947	23.440373	17.891907	25.282373	20.156106	25.044666
17	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	20.784239	21.586078	20.323739	21.920568	21.661699	23.762568	23.925898	23.524861	23.985325	24.090911	24.505252	24.322471	25.025179	24.554031	25.485679	24.219541	24.147719	22.377541	25.073958	20.297834	24.554031	20.066273	24.494605	19.500223	22.230405	19.737931	21.304166	21.817638
18	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	20.215533	25.610716	19.755033	25.945206	21.092993	27.787206	23.357192	27.549499	23.416619	28.115549	23.936546	28.347109	24.456473	28.578668	24.916973	28.244178	23.579013	26.402178	24.505252	24.322471	23.985325	24.090911	23.925898	23.524861	21.661699	23.762568	20.735460	25.842276
19	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	24.456473	28.578668	24.515900	29.144718	26.780099	28.907011	27.706338	26.827304	28.226265	27.058864	28.686765	26.724374	29.147265	26.389884	29.087838	25.823834	26.823639	26.061541	25.485679	24.219541	25.025179	24.554031	24.505252	24.322471	23.579013	26.402178	24.916973	28.244178
20	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	28.226265	27.058864	27.706338	26.827304	26.780098	28.907011	28.118057	30.749012	27.657557	31.083502	27.716983	31.649552	27.776409	32.215602	28.296336	32.447162	29.222577	30.367455	31.486776	30.129749	31.427350	29.563699	31.887850	29.229209	30.549891	27.387208	28.285691	27.624914
21	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	29.147265	26.389884	29.667192	26.621444	30.593431	24.541736	29.255471	22.699736	29.715971	22.365246	29.656545	21.799196	29.597118	21.233146	29.077191	21.001586	28.150951	23.081294	25.886752	23.319001	25.946179	23.885051	25.485679	24.219541	26.823639	26.061541	29.087838	25.823834
22	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	32.917057	24.870077	32.857630	24.304027	30.593430	24.541735	29.667192	26.621444	29.147265	26.389884	28.686765	26.724374	28.226265	27.058864	28.285692	27.624913	30.549891	27.387205	31.887852	29.229205	32.348352	28.894715	32.868279	29.126275	33.794518	27.046566	32.456556	25.204567
23	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	27.657557	31.083502	28.118057	30.749012	26.780097	28.907012	24.515898	29.144719	24.456471	28.578669	23.936544	28.347109	23.416617	28.115549	22.956117	28.450039	24.294077	30.292039	23.367838	32.371747	23.887765	32.603307	23.947191	33.169357	26.211391	32.931650	27.137630	30.851942
24	#006699	#000000	#00000000	#00000000		53.498550	54.701983	23.887765	32.603307	23.947191	33.169357	21.682992	33.407064	20.345032	31.565064	19.884532	31.899554	19.364605	31.667994	18.844678	31.436434	18.785252	30.870383	21.049451	30.632676	21.975690	28.552969	22.495617	28.784529	22.956117	28.450039	24.294077	30.292039	23.367838	32.371747
25	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	18.725826	30.304334	18.785253	30.870384	21.049452	30.632677	21.975691	28.552970	22.495619	28.784529	22.956119	28.450039	23.416619	28.115549	23.357192	27.549499	21.092993	27.787206	19.755032	25.945206	19.294532	26.279696	18.774605	26.048136	17.848366	28.127844	19.186326	29.969844
26	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	15.524740	27.799501	15.004813	27.567941	14.078574	29.647649	15.416534	31.489649	14.956034	31.824139	15.015461	32.390189	15.074888	32.956239	15.594815	33.187799	16.521054	31.108092	18.785253	30.870384	18.725826	30.304334	19.186326	29.969844	17.848366	28.127844	15.584167	28.365551
27	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	15.524740	27.799501	15.985240	27.465011	14.647279	25.623011	12.383080	25.860719	12.323653	25.294670	11.803726	25.063110	11.283799	24.831551	10.823299	25.166041	12.161260	27.008041	11.235021	29.087749	11.754949	29.319308	11.814376	29.885358	14.078575	29.647650	15.004813	27.567941
28	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	11.754948	29.319307	11.235021	29.087747	10.308782	31.167455	11.646742	33.009455	11.186242	33.343945	11.245669	33.909995	11.305096	34.476045	11.825023	34.707605	12.751262	32.627897	15.015461	32.390189	14.956034	31.824139	15.416534	31.489649	14.078574	29.647649	11.814375	29.885357
29	#006699	#000000	#00000000	#00000000		53.498550	54.701983	7.183010	32.640192	6.663083	32.408633	7.589321	30.328925	9.853520	30.091218	9.794093	29.525167	10.254594	29.190677	10.715094	28.856188	11.235021	29.087747	10.308782	31.167455	11.646742	33.009455	11.186242	33.343945	11.245669	33.909995	8.981470	34.147703	7.643510	32.305702
30	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	11.283799	24.831551	11.224372	24.265501	8.960172	24.503210	8.033934	26.582918	7.514007	26.351358	7.053507	26.685848	6.593007	27.020338	6.652434	27.586388	8.916633	27.348679	10.254594	29.190679	10.715094	28.856189	11.235021	29.087749	12.161260	27.008041	10.823299	25.166041
31	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	7.514007	26.351358	8.033934	26.582918	8.960172	24.503210	7.622211	22.661210	8.082711	22.326720	8.023284	21.760670	7.963857	21.194621	7.443930	20.963061	6.517692	23.042769	4.253493	23.280478	4.312920	23.846527	3.852420	24.181017	5.190381	26.023017	7.454580	25.785309
32	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	6.593007	27.020338	6.073080	26.788779	5.146842	28.868487	6.484803	30.710487	6.024303	31.044977	6.083730	31.611026	6.143157	32.177076	6.663084	32.408635	7.589322	30.328927	9.853521	30.091219	9.794094	29.525169	10.254594	29.190679	8.916633	27.348679	6.652434	27.586388
33	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	2.823215	28.540143	2.882642	29.106193	5.146841	28.868486	6.073080	26.788778	6.593007	27.020338	7.053507	26.685848	7.514007	26.351358	7.454580	25.785308	5.190381	26.023015	3.852421	24.181015	3.391921	24.515505	2.871994	24.283945	1.945755	26.363652	3.283715	28.205653
34	#ffffff	#000000	#00000000	#00000000		53.498550	54.701983	2.823216	28.540146	2.303288	28.308586	1.377050	30.388294	2.715011	32.230294	2.254511	32.564784	2.313938	33.130834	2.373365	33.696883	2.893292	33.928443	3.819531	31.848735	6.083730	31.611026	6.024303	31.044977	6.484803	30.710487	5.146842	28.868487	2.882642	29.106195
35	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	-1.986428	29.596831	-2.446928	29.931321	-1.108969	31.773321	1.155231	31.535614	1.214657	32.101664	1.734584	32.333224	2.254511	32.564784	2.715011	32.230294	1.377052	30.388294	2.303291	28.308586	1.783364	28.077026	1.723937	27.510976	-0.540262	27.748683	-1.466501	29.828391
36	#006699	#000000	#00000000	#00000000		53.498550	54.701983	-1.396427	35.216688	-1.856927	35.551178	-3.194887	33.709178	-2.268648	31.629470	-2.788575	31.397911	-2.848002	30.831861	-2.907429	30.265811	-2.446929	29.931321	-1.108969	31.773321	1.155231	31.535614	1.214657	32.101664	1.734584	32.333224	0.808345	34.412931	-1.455854	34.650638
37	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	1.804661	37.721522	2.324588	37.953081	3.250826	35.873373	1.912865	34.031373	2.373365	33.696883	2.313938	33.130834	2.254511	32.564784	1.734584	32.333225	0.808346	34.412933	-1.455853	34.650641	-1.396426	35.216691	-1.856926	35.551181	-0.518966	37.393181	1.745234	37.155472
38	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	-1.417722	25.572193	-1.878222	25.906683	-0.540262	27.748683	1.723937	27.510976	1.783364	28.077026	2.303291	28.308586	2.823218	28.540145	3.283718	28.205656	1.945758	26.363655	2.871997	24.283948	2.352070	24.052388	2.292643	23.486338	0.028444	23.724045	-0.897795	25.803753
39	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	-0.849016	21.547555	-1.309516	21.882045	0.028444	23.724045	2.292643	23.486338	2.352070	24.052388	2.871997	24.283948	3.391924	24.515507	3.852424	24.181017	2.514464	22.339017	3.440704	20.259310	2.920777	20.027750	2.861350	19.461700	0.597151	19.699407	-0.329089	21.779115
40	#006699	#000000	#00000000	#00000000		53.498550	54.701983	4.312924	23.846527	3.852424	24.181017	2.514464	22.339017	3.440704	20.259310	2.920777	20.027749	2.861350	19.461699	2.801923	18.895649	3.262423	18.561159	4.600383	20.403160	6.864582	20.165452	6.924009	20.731503	7.443936	20.963063	6.517697	23.042770	4.253498	23.280477
41	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	-0.399163	16.390817	-0.919090	16.159257	-1.845329	18.238965	-0.507369	20.080965	-0.967869	20.415455	-0.908442	20.981505	-0.849016	21.547555	-0.329089	21.779115	0.597151	19.699407	2.861350	19.461700	2.801923	18.895650	3.262423	18.561160	1.924463	16.719160	-0.339736	16.956867
42	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	4.291629	14.202032	4.232202	13.635982	1.968003	13.873689	1.041764	15.953397	0.521837	15.721837	0.061337	16.056327	-0.399163	16.390817	-0.339736	16.956867	1.924463	16.719160	3.262423	18.561160	3.722923	18.226670	4.242850	18.458230	5.169089	16.378523	3.831129	14.536522
43	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	3.722923	18.226670	3.262423	18.561160	4.600383	20.403160	6.864582	20.165453	6.924009	20.731503	7.443936	20.963063	7.963863	21.194623	8.424363	20.860133	7.086403	19.018133	8.012642	16.938426	7.492715	16.706865	7.433288	16.140815	5.169089	16.378523	4.242850	18.458230
44	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	4.291629	14.202032	3.831129	14.536522	5.169089	16.378523	7.433288	16.140815	7.492715	16.706865	8.012642	16.938425	8.532569	17.169985	8.993069	16.835495	7.655109	14.993494	8.581349	12.913787	8.061422	12.682227	8.001995	12.116177	5.737796	12.353884	4.811556	14.433592
45	#A0A0A0	#000000	#00000000	#00000000		53.498550	54.701983	4.291629	14.202032	4.811556	14.433592	5.737796	12.353884	4.399836	10.511884	4.860336	10.177394	4.800909	9.611344	4.741482	9.045294	4.221555	8.813734	3.295316	10.893441	1.031117	11.131148	1.090544	11.697199	0.630044	12.031688	1.968003	13.873689	4.232203	13.635982
46	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	4.860336	10.177394	4.399836	10.511884	5.737796	12.353884	8.001995	12.116177	8.061422	12.682227	8.581349	12.913787	9.101275	13.145347	9.561776	12.810857	8.223816	10.968857	9.150055	8.889150	8.630128	8.657590	8.570701	8.091540	6.306502	8.329247	5.380263	10.408954
47	#66ccff	#000000	#00000000	#00000000		53.498550	54.701983	0.521837	15.721836	1.041764	15.953396	1.968003	13.873689	0.630044	12.031688	1.090544	11.697199	1.031117	11.131148	0.971690	10.565098	0.451763	10.333538	-0.474476	12.413246	-2.738675	12.650953	-2.679248	13.217003	-3.139748	13.551493	-1.801789	15.393493	0.462410	15.155786
