seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12
25	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	19.175058	30.512000	19.170932	30.773232	21.783250	30.814495	23.125143	28.572793	23.349314	28.706982	23.805907	28.452898	23.810033	28.191666	21.197715	28.150403	19.927291	25.867438	19.698995	25.994480	19.474824	25.860291	18.132930	28.101993	19.403355	30.384958
26	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	15.524739	27.799498	15.300569	27.665309	13.958675	29.907011	15.229099	32.189976	15.000803	32.317018	14.992550	32.839482	15.216720	32.973671	16.558614	30.731969	19.170932	30.773232	19.175058	30.512000	19.403355	30.384958	18.132930	28.101993	15.520613	28.060730
27	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	15.524739	27.799498	15.753036	27.672456	14.482611	25.389491	11.870293	25.348229	11.874419	25.086998	11.426078	24.818619	11.197782	24.945661	12.468207	27.228626	11.126314	29.470329	11.350484	29.604518	11.346358	29.865750	13.958676	29.907011	15.300569	27.665309
28	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	11.350483	29.604516	11.126313	29.470327	9.784419	31.712029	11.054843	33.994994	10.826547	34.122037	10.818294	34.644500	11.042465	34.778689	12.384359	32.536987	14.996676	32.578250	15.000803	32.317018	15.229099	32.189976	13.958675	29.907011	11.346357	29.865748
29	#006699	#000000	#00000000	#00000000		53.498549	54.701979	6.711382	32.186083	6.487212	32.051893	7.829106	29.810191	10.441424	29.851454	10.445550	29.590222	10.902143	29.336137	11.126313	29.470327	9.784419	31.712029	11.054843	33.994994	10.826547	34.122037	10.822421	34.383268	8.210103	34.342006	6.939679	32.059040
30	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	11.426078	24.818619	11.430205	24.557387	8.817887	24.516125	7.475994	26.757828	7.251824	26.623639	6.795231	26.877724	6.791105	27.138956	9.403422	27.180217	10.673847	29.463182	10.902144	29.336140	11.126314	29.470329	12.468207	27.228626	11.197782	24.945661
31	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	7.251824	26.623639	7.475994	26.757828	8.817887	24.516125	7.547462	22.233161	7.775759	22.106118	7.784011	21.583655	7.559841	21.449466	6.217948	23.691168	3.605630	23.649906	3.601504	23.911138	3.373207	24.038180	4.643632	26.321145	7.255950	26.362407
32	#66ccff	#000000	#00000000	#00000000		53.498549	54.701979	6.795231	26.877724	6.571061	26.743534	5.229168	28.985237	6.499593	31.268202	6.271296	31.395244	6.263044	31.917707	6.487214	32.051897	7.829107	29.810194	10.441425	29.851456	10.445551	29.590225	10.673847	29.463182	9.403422	27.180217	6.791105	27.138955
33	#A0A0A0	#000000	#00000000	#00000000		53.498549	54.701979	2.620976	28.682745	2.616850	28.943976	5.229168	28.985238	6.571060	26.743535	6.795231	26.877724	7.251824	26.623639	7.255950	26.362407	4.643632	26.321146	3.373207	24.038181	3.144910	24.165224	2.920740	24.031034	1.578847	26.272737	2.849273	28.555702
34	#ffffff	#000000	#00000000	#00000000		53.498549	54.701979	2.620976	28.682743	2.396806	28.548554	1.054913	30.790256	2.325338	33.073221	2.097042	33.200263	2.088789	33.722727	2.312959	33.856916	3.654852	31.615214	6.267170	31.656476	6.271296	31.395244	6.499593	31.268202	5.229168	28.985237	2.616850	28.943975
