seq_id	start_fill_color	start_stroke_color	done_fill_color	done_stroke_color	footnote	curve_spectre_edges	img_width	img_height	px_0	py_0	px_1	py_1	px_2	py_2	px_3	py_3	px_4	py_4	px_5	py_5	px_6	py_6	px_7	py_7	px_8	py_8	px_9	py_9	px_10	py_10	px_11	py_11	px_12	py_12	px_13	py_13
225	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.650632	23.784610	45.650632	23.784610	45.650632	22.784610	44.784607	22.284610	45.284607	21.418585	44.784607	20.552560	44.284607	19.686535	43.284607	19.686535	43.284607	20.686535	42.418582	21.186535	42.918582	22.052560	42.418582	22.918585	43.284607	23.418585	44.150632	22.918585
226	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	48.650631	21.784609	49.516657	22.284609	50.016657	21.418583	49.516657	20.552558	50.382682	20.052558	50.382682	19.052558	50.382682	18.052558	49.516656	17.552558	49.016656	18.418584	48.016656	18.418584	48.016656	19.418584	47.150631	19.918584	47.650631	20.784609	48.650631	20.784609
227	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.650631	23.784609	44.150631	24.650635	45.016657	25.150635	45.882682	24.650635	46.382682	25.516660	47.382682	25.516660	48.382682	25.516660	48.882682	24.650634	48.016656	24.150634	48.016656	23.150634	47.016656	23.150634	46.516656	22.284609	45.650631	22.784609	45.650631	23.784609
228	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.284607	26.150635	41.784607	27.016661	42.650633	26.516661	42.650633	25.516661	43.650633	25.516661	44.150633	24.650636	44.650633	23.784611	44.150633	22.918585	43.284607	23.418585	42.418582	22.918585	41.918582	23.784610	40.918582	23.784610	40.918582	24.784610	41.784607	25.284610
229	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	39.552558	24.418588	40.052558	25.284613	40.918583	24.784613	40.918583	23.784613	41.918583	23.784613	42.418583	22.918587	42.918583	22.052561	42.418583	21.186536	41.552558	21.686536	40.686532	21.186536	40.186532	22.052562	39.186532	22.052562	39.186532	23.052562	40.052558	23.552562
230	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.820508	22.686536	35.320508	23.552561	36.186533	24.052561	37.052558	23.552561	37.552558	24.418586	38.552558	24.418586	39.552558	24.418586	40.052558	23.552561	39.186533	23.052561	39.186533	22.052561	38.186533	22.052561	37.686533	21.186536	36.820508	21.686536	36.820508	22.686536
231	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.820507	22.686535	35.320507	21.820510	34.454482	22.320510	34.454482	23.320510	33.454482	23.320510	32.954482	24.186536	32.454482	25.052562	32.954482	25.918587	33.820507	25.418587	34.686533	25.918587	35.186533	25.052561	36.186533	25.052561	36.186533	24.052561	35.320507	23.552561
232	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	33.454482	23.320510	34.454482	23.320510	34.454482	22.320510	33.588457	21.820510	34.088457	20.954485	33.588457	20.088460	33.088457	19.222435	32.088457	19.222435	32.088457	20.222435	31.222432	20.722435	31.722432	21.588460	31.222432	22.454485	32.088457	22.954485	32.954482	22.454485
233	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	30.356406	21.954486	31.222432	22.454486	31.722432	21.588460	31.222432	20.722435	32.088457	20.222435	32.088457	19.222435	32.088457	18.222435	31.222431	17.722435	30.722431	18.588461	29.722431	18.588461	29.722431	19.588461	28.856406	20.088461	29.356406	20.954486	30.356406	20.954486
234	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	30.088457	25.686537	30.588457	26.552562	31.454482	26.052562	31.454482	25.052562	32.454482	25.052562	32.954482	24.186536	33.454482	23.320510	32.954482	22.454485	32.088457	22.954485	31.222431	22.454485	30.722431	23.320511	29.722431	23.320511	29.722431	24.320511	30.588457	24.820511
235	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.454481	25.052559	31.454481	25.052559	31.454481	26.052559	32.320506	26.552559	31.820506	27.418584	32.320506	28.284610	32.820506	29.150636	33.820506	29.150636	33.820506	28.150636	34.686532	27.650636	34.186532	26.784610	34.686532	25.918585	33.820507	25.418585	32.954481	25.918585
236	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	37.552558	24.418586	37.052558	23.552561	36.186533	24.052561	36.186533	25.052561	35.186533	25.052561	34.686533	25.918586	34.186533	26.784611	34.686533	27.650636	35.552558	27.150636	36.418583	27.650636	36.918583	26.784611	37.918583	26.784611	37.918583	25.784611	37.052558	25.284611
237	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.284608	26.150636	41.784608	25.284611	40.918583	24.784611	40.052558	25.284611	39.552558	24.418586	38.552558	24.418586	37.552558	24.418586	37.052558	25.284611	37.918583	25.784611	37.918583	26.784611	38.918583	26.784611	39.418583	27.650636	40.284608	27.150636	40.284608	26.150636
238	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	38.918583	26.784611	37.918583	26.784611	37.918583	27.784611	38.784608	28.284611	38.284608	29.150636	38.784608	30.016661	39.284608	30.882686	40.284608	30.882686	40.284608	29.882686	41.150633	29.382686	40.650633	28.516661	41.150633	27.650636	40.284608	27.150636	39.418583	27.650636
239	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.284607	26.150635	40.284607	26.150635	40.284607	27.150635	41.150632	27.650635	40.650632	28.516660	41.150632	29.382686	41.650632	30.248712	42.650632	30.248712	42.650632	29.248712	43.516658	28.748712	43.016658	27.882686	43.516658	27.016661	42.650633	26.516661	41.784607	27.016661
240	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	43.016658	27.882686	43.516658	28.748711	44.382683	28.248711	44.382683	27.248711	45.382683	27.248711	45.882683	26.382686	46.382683	25.516661	45.882683	24.650636	45.016658	25.150636	44.150633	24.650636	43.650633	25.516661	42.650633	25.516661	42.650633	26.516661	43.516658	27.016661
241	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	45.016658	30.614736	45.882684	31.114736	46.382684	30.248710	45.882684	29.382685	46.748709	28.882685	46.748709	27.882685	46.748709	26.882685	45.882683	26.382685	45.382683	27.248711	44.382683	27.248711	44.382683	28.248711	43.516658	28.748711	44.016658	29.614736	45.016658	29.614736
242	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.650632	30.248712	41.150632	31.114737	42.016657	31.614737	42.882683	31.114737	43.382683	31.980763	44.382683	31.980763	45.382683	31.980763	45.882683	31.114738	45.016658	30.614738	45.016658	29.614738	44.016658	29.614738	43.516658	28.748712	42.650632	29.248712	42.650632	30.248712
243	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.650633	30.248711	41.150633	29.382686	40.284608	29.882686	40.284608	30.882686	39.284608	30.882686	38.784608	31.748712	38.284608	32.614738	38.784608	33.480763	39.650633	32.980763	40.516659	33.480763	41.016659	32.614737	42.016659	32.614737	42.016659	31.614737	41.150633	31.114737
244	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.918583	33.248713	36.418583	34.114738	37.284608	33.614738	37.284608	32.614738	38.284608	32.614738	38.784608	31.748712	39.284608	30.882686	38.784608	30.016661	37.918583	30.516661	37.052557	30.016661	36.552557	30.882687	35.552557	30.882687	35.552557	31.882687	36.418583	32.382687
245	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	35.552558	27.150636	34.686533	27.650636	35.186533	28.516661	36.186533	28.516661	36.186533	29.516661	37.052558	30.016661	37.918583	30.516661	38.784608	30.016661	38.284608	29.150636	38.784608	28.284611	37.918583	27.784611	37.918583	26.784611	36.918583	26.784611	36.418583	27.650636
246	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.820508	29.150636	32.320508	30.016662	33.186534	30.516662	34.052559	30.016662	34.552559	30.882687	35.552559	30.882687	36.552559	30.882687	37.052559	30.016661	36.186533	29.516661	36.186533	28.516661	35.186533	28.516661	34.686533	27.650636	33.820508	28.150636	33.820508	29.150636
247	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.186534	31.516662	31.686534	32.382688	32.552560	32.882688	33.418585	32.382688	33.918585	33.248713	34.918585	33.248713	35.918585	33.248713	36.418585	32.382687	35.552559	31.882687	35.552559	30.882687	34.552559	30.882687	34.052559	30.016662	33.186534	30.516662	33.186534	31.516662
248	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.186531	31.516659	33.186531	31.516659	33.186531	30.516659	32.320506	30.016659	32.820506	29.150634	32.320506	28.284609	31.820506	27.418584	30.820506	27.418584	30.820506	28.418584	29.954481	28.918584	30.454481	29.784609	29.954481	30.650634	30.820506	31.150634	31.686531	30.650634
249	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.186531	31.516661	31.686531	30.650636	30.820506	31.150636	30.820506	32.150636	29.820506	32.150636	29.320506	33.016661	28.820506	33.882686	29.320506	34.748711	30.186531	34.248711	31.052556	34.748711	31.552556	33.882686	32.552556	33.882686	32.552556	32.882686	31.686531	32.382686
250	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	31.552556	33.882686	31.052556	34.748711	31.918581	35.248711	32.784606	34.748711	33.284606	35.614736	34.284606	35.614736	35.284606	35.614736	35.784606	34.748711	34.918581	34.248711	34.918581	33.248711	33.918581	33.248711	33.418581	32.382686	32.552556	32.882686	32.552556	33.882686
251	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	30.186530	36.980762	30.186530	37.980762	31.186530	37.980762	31.686530	37.114736	32.552556	37.614736	33.418581	37.114736	34.284606	36.614736	34.284606	35.614736	33.284606	35.614736	32.784606	34.748711	31.918581	35.248711	31.052555	34.748711	30.552555	35.614737	31.052555	36.480762
252	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	28.820504	33.882686	27.820504	33.882686	27.820504	34.882686	28.686530	35.382686	28.186530	36.248712	28.686530	37.114737	29.186530	37.980762	30.186530	37.980762	30.186530	36.980762	31.052555	36.480762	30.552555	35.614737	31.052555	34.748711	30.186529	34.248711	29.320504	34.748711
253	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	26.820506	38.614734	26.320506	39.480760	27.186532	39.980760	28.052557	39.480760	28.552557	40.346785	29.552557	40.346785	30.552557	40.346785	31.052557	39.480759	30.186531	38.980759	30.186531	37.980759	29.186531	37.980759	28.686531	37.114734	27.820506	37.614734	27.820506	38.614734
254	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	30.552556	40.346788	31.052556	41.212813	31.918581	40.712813	31.918581	39.712813	32.918581	39.712813	33.418581	38.846787	33.918581	37.980761	33.418581	37.114736	32.552556	37.614736	31.686530	37.114736	31.186530	37.980762	30.186530	37.980762	30.186530	38.980762	31.052556	39.480762
255	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.284607	42.078835	32.784607	41.212810	31.918582	40.712810	31.052557	41.212810	30.552557	40.346785	29.552557	40.346785	28.552557	40.346785	28.052557	41.212810	28.918582	41.712810	28.918582	42.712810	29.918582	42.712810	30.418582	43.578835	31.284607	43.078835	31.284607	42.078835
256	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	28.552557	40.346787	28.052557	39.480762	27.186532	39.980762	27.186532	40.980762	26.186532	40.980762	25.686532	41.846787	25.186532	42.712812	25.686532	43.578837	26.552557	43.078837	27.418582	43.578837	27.918582	42.712812	28.918582	42.712812	28.918582	41.712812	28.052557	41.212812
257	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	28.918584	46.444862	29.784609	45.944862	29.284609	45.078837	28.284609	45.078837	28.284609	44.078837	27.418583	43.578837	26.552557	43.078837	25.686532	43.578837	26.186532	44.444862	25.686532	45.310888	26.552558	45.810888	26.552558	46.810888	27.552558	46.810888	28.052558	45.944862
258	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	31.650633	44.444863	32.150633	43.578838	31.284608	43.078838	30.418582	43.578838	29.918582	42.712812	28.918582	42.712812	27.918582	42.712812	27.418582	43.578837	28.284607	44.078837	28.284607	45.078837	29.284607	45.078837	29.784607	45.944863	30.650633	45.444863	30.650633	44.444863
259	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	25.552556	46.810886	26.552556	46.810886	26.552556	45.810886	25.686531	45.310886	26.186531	44.444861	25.686531	43.578836	25.186531	42.712811	24.186531	42.712811	24.186531	43.712811	23.320506	44.212811	23.820506	45.078836	23.320506	45.944861	24.186531	46.444861	25.052556	45.944861
260	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.284607	42.078835	31.284607	42.078835	31.284607	43.078835	32.150632	43.578835	31.650632	44.444860	32.150632	45.310885	32.650632	46.176910	33.650632	46.176910	33.650632	45.176910	34.516657	44.676910	34.016657	43.810885	34.516657	42.944860	33.650632	42.444860	32.784607	42.944860
261	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	32.284607	42.078835	32.784607	42.944861	33.650633	42.444861	33.650633	41.444861	34.650633	41.444861	35.150633	40.578836	35.650633	39.712811	35.150633	38.846785	34.284607	39.346785	33.418582	38.846785	32.918582	39.712810	31.918582	39.712810	31.918582	40.712810	32.784607	41.212810
262	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	34.650633	41.444861	33.650633	41.444861	33.650633	42.444861	34.516658	42.944861	34.016658	43.810886	34.516658	44.676911	35.016658	45.542936	36.016658	45.542936	36.016658	44.542936	36.882683	44.042936	36.382683	43.176911	36.882683	42.310886	36.016658	41.810886	35.150633	42.310886
263	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	38.016659	39.078837	37.516659	38.212811	36.650633	38.712811	36.650633	39.712811	35.650633	39.712811	35.150633	40.578836	34.650633	41.444861	35.150633	42.310887	36.016659	41.810887	36.882684	42.310887	37.382684	41.444862	38.382684	41.444862	38.382684	40.444862	37.516659	39.944862
264	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.114735	43.176913	41.614735	42.310888	40.748710	41.810888	39.882684	42.310888	39.382684	41.444862	38.382684	41.444862	37.382684	41.444862	36.882684	42.310887	37.748709	42.810887	37.748709	43.810887	38.748709	43.810887	39.248709	44.676913	40.114735	44.176913	40.114735	43.176913
265	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	37.748709	42.810887	36.882684	42.310887	36.382684	43.176912	36.882684	44.042938	36.016658	44.542938	36.016658	45.542938	36.016658	46.542938	36.882683	47.042938	37.382683	46.176913	38.382683	46.176913	38.382683	45.176913	39.248709	44.676913	38.748709	43.810887	37.748709	43.810887
266	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.748710	40.810888	42.248710	39.944863	41.382685	39.444863	40.516659	39.944863	40.016659	39.078837	39.016659	39.078837	38.016659	39.078837	37.516659	39.944862	38.382684	40.444862	38.382684	41.444862	39.382684	41.444862	39.882684	42.310888	40.748710	41.810888	40.748710	40.810888
267	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	36.284609	37.346787	35.784609	38.212812	36.650634	38.712812	37.516659	38.212812	38.016659	39.078837	39.016659	39.078837	40.016659	39.078837	40.516659	38.212812	39.650634	37.712812	39.650634	36.712812	38.650634	36.712812	38.150634	35.846787	37.284609	36.346787	37.284609	37.346787
268	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.918584	33.248712	34.918584	33.248712	34.918584	34.248712	35.784609	34.748712	35.284609	35.614737	35.784609	36.480762	36.284609	37.346787	37.284609	37.346787	37.284609	36.346787	38.150634	35.846787	37.650634	34.980762	38.150634	34.114737	37.284609	33.614737	36.418584	34.114737
269	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	35.650635	39.712813	36.650635	39.712813	36.650635	38.712813	35.784609	38.212813	36.284609	37.346787	35.784609	36.480762	35.284609	35.614737	34.284609	35.614737	34.284609	36.614737	33.418584	37.114737	33.918584	37.980762	33.418584	38.846788	34.284610	39.346788	35.150635	38.846788
270	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	38.284609	32.614737	37.284609	32.614737	37.284609	33.614737	38.150634	34.114737	37.650634	34.980762	38.150634	35.846788	38.650634	36.712814	39.650634	36.712814	39.650634	35.712814	40.516660	35.212814	40.016660	34.346788	40.516660	33.480763	39.650635	32.980763	38.784609	33.480763
271	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.016659	32.614737	40.516659	33.480763	41.382685	33.980763	42.248710	33.480763	42.748710	34.346788	43.748710	34.346788	44.748710	34.346788	45.248710	33.480762	44.382684	32.980762	44.382684	31.980762	43.382684	31.980762	42.882684	31.114737	42.016659	31.614737	42.016659	32.614737
272	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	39.650634	35.712814	39.650634	36.712814	40.650634	36.712814	41.150634	35.846789	42.016659	36.346789	42.882685	35.846789	43.748711	35.346789	43.748711	34.346789	42.748711	34.346789	42.248711	33.480763	41.382685	33.980763	40.516660	33.480763	40.016660	34.346788	40.516660	35.212814
273	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	40.016659	39.078837	40.516659	39.944862	41.382684	39.444862	41.382684	38.444862	42.382684	38.444862	42.882684	37.578837	43.382684	36.712812	42.882684	35.846787	42.016659	36.346787	41.150634	35.846787	40.650634	36.712812	39.650634	36.712812	39.650634	37.712812	40.516659	38.212812
274	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	45.114735	38.444863	46.114735	38.444863	46.114735	37.444863	45.248709	36.944863	45.748709	36.078837	45.248709	35.212812	44.748709	34.346787	43.748709	34.346787	43.748709	35.346787	42.882684	35.846787	43.382684	36.712812	42.882684	37.578838	43.748710	38.078838	44.614735	37.578838
275	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.748710	40.810888	42.248710	41.676914	43.114736	41.176914	43.114736	40.176914	44.114736	40.176914	44.614736	39.310889	45.114736	38.444864	44.614736	37.578838	43.748710	38.078838	42.882685	37.578838	42.382685	38.444863	41.382685	38.444863	41.382685	39.444863	42.248710	39.944863
276	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.748710	40.810888	40.748710	40.810888	40.748710	41.810888	41.614735	42.310888	41.114735	43.176913	41.614735	44.042938	42.114735	44.908963	43.114735	44.908963	43.114735	43.908963	43.980760	43.408963	43.480760	42.542938	43.980760	41.676913	43.114735	41.176913	42.248710	41.676913
277	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	43.480761	42.542939	43.980761	43.408964	44.846786	42.908964	44.846786	41.908964	45.846786	41.908964	46.346786	41.042939	46.846786	40.176914	46.346786	39.310889	45.480761	39.810889	44.614736	39.310889	44.114736	40.176914	43.114736	40.176914	43.114736	41.176914	43.980761	41.676914
278	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	45.114735	38.444863	44.614735	39.310888	45.480760	39.810888	46.346785	39.310888	46.846785	40.176913	47.846785	40.176913	48.846785	40.176913	49.346785	39.310888	48.480760	38.810888	48.480760	37.810888	47.480760	37.810888	46.980760	36.944863	46.114735	37.444863	46.114735	38.444863
279	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	45.480761	45.274989	46.346787	45.774989	46.846787	44.908963	46.346787	44.042938	47.212812	43.542938	47.212812	42.542938	47.212812	41.542938	46.346786	41.042938	45.846786	41.908964	44.846786	41.908964	44.846786	42.908964	43.980761	43.408964	44.480761	44.274989	45.480761	44.274989
280	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	50.578837	41.908963	51.078837	41.042937	50.212811	40.542937	49.346786	41.042937	48.846786	40.176912	47.846786	40.176912	46.846786	40.176912	46.346786	41.042938	47.212812	41.542938	47.212812	42.542938	48.212812	42.542938	48.712812	43.408963	49.578837	42.908963	49.578837	41.908963
281	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	47.480760	37.810888	48.480760	37.810888	48.480760	36.810888	47.614734	36.310888	48.114734	35.444862	47.614734	34.578837	47.114734	33.712812	46.114734	33.712812	46.114734	34.712812	45.248709	35.212812	45.748709	36.078837	45.248709	36.944863	46.114735	37.444863	46.980760	36.944863
282	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	44.748710	34.346788	45.248710	35.212813	46.114735	34.712813	46.114735	33.712813	47.114735	33.712813	47.614735	32.846787	48.114735	31.980761	47.614735	31.114736	46.748710	31.614736	45.882684	31.114736	45.382684	31.980762	44.382684	31.980762	44.382684	32.980762	45.248710	33.480762
283	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	48.114735	31.980761	49.114735	31.980761	49.114735	30.980761	48.248709	30.480761	48.748709	29.614735	48.248709	28.748710	47.748709	27.882685	46.748709	27.882685	46.748709	28.882685	45.882684	29.382685	46.382684	30.248710	45.882684	31.114736	46.748710	31.614736	47.614735	31.114736
284	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	50.114734	27.248710	50.614734	26.382684	49.748708	25.882684	48.882683	26.382684	48.382683	25.516659	47.382683	25.516659	46.382683	25.516659	45.882683	26.382685	46.748709	26.882685	46.748709	27.882685	47.748709	27.882685	48.248709	28.748710	49.114734	28.248710	49.114734	27.248710
285	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	48.578837	46.641013	49.578837	46.641013	49.578837	45.641013	48.712812	45.141013	49.212812	44.274988	48.712812	43.408963	48.212812	42.542938	47.212812	42.542938	47.212812	43.542938	46.346787	44.042938	46.846787	44.908963	46.346787	45.774988	47.212812	46.274988	48.078837	45.774988
286	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	41.480760	47.274988	42.480760	47.274988	42.480760	46.274988	41.614735	45.774988	42.114735	44.908963	41.614735	44.042938	41.114735	43.176913	40.114735	43.176913	40.114735	44.176913	39.248710	44.676913	39.748710	45.542938	39.248710	46.408963	40.114735	46.908963	40.980760	46.408963
287	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	4.526273	43.516659	3.526273	43.516659	3.526273	44.516659	4.392298	45.016659	3.892298	45.882684	4.392298	46.748709	4.892298	47.614734	5.892298	47.614734	5.892298	46.614734	6.758323	46.114734	6.258323	45.248709	6.758323	44.382684	5.892298	43.882684	5.026273	44.382684
288	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	23.186531	47.444861	24.186531	47.444861	24.186531	46.444861	23.320506	45.944861	23.820506	45.078836	23.320506	44.212811	22.820506	43.346786	21.820506	43.346786	21.820506	44.346786	20.954481	44.846786	21.454481	45.712811	20.954481	46.578836	21.820506	47.078836	22.686531	46.578836
289	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	50.480760	31.346786	49.980760	30.480761	49.114735	30.980761	49.114735	31.980761	48.114735	31.980761	47.614735	32.846787	47.114735	33.712813	47.614735	34.578838	48.480760	34.078838	49.346786	34.578838	49.846786	33.712812	50.846786	33.712812	50.846786	32.712812	49.980760	32.212812
290	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	47.820508	0.294236	48.820508	0.294236	48.820508	-0.705764	47.954483	-1.205764	48.454483	-2.071789	47.954483	-2.937814	47.454483	-3.803839	46.454483	-3.803839	46.454483	-2.803839	45.588458	-2.303839	46.088458	-1.437814	45.588458	-0.571789	46.454483	-0.071789	47.320508	-0.571789
291	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	30.160254	-1.901922	29.660254	-1.035897	30.526279	-0.535897	31.392304	-1.035897	31.892304	-0.169872	32.892304	-0.169872	33.892304	-0.169872	34.392304	-1.035897	33.526279	-1.535897	33.526279	-2.535897	32.526279	-2.535897	32.026279	-3.401922	31.160254	-2.901922	31.160254	-1.901922
292	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	33.892305	-0.169871	34.392305	0.696154	35.258330	0.196154	35.258330	-0.803846	36.258330	-0.803846	36.758330	-1.669871	37.258330	-2.535896	36.758330	-3.401921	35.892305	-2.901921	35.026280	-3.401921	34.526280	-2.535896	33.526280	-2.535896	33.526280	-1.535896	34.392305	-1.035896
293	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	29.526278	0.464102	30.526278	0.464102	30.526278	-0.535898	29.660253	-1.035898	30.160253	-1.901923	29.660253	-2.767948	29.160253	-3.633973	28.160253	-3.633973	28.160253	-2.633973	27.294228	-2.133973	27.794228	-1.267948	27.294228	-0.401923	28.160253	0.098077	29.026278	-0.401923
294	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	0.428200	37.686534	0.928200	36.820508	0.062174	36.320508	-0.803851	36.820508	-1.303851	35.954483	-2.303851	35.954483	-3.303851	35.954483	-3.803851	36.820509	-2.937825	37.320509	-2.937825	38.320509	-1.937825	38.320509	-1.437825	39.186534	-0.571800	38.686534	-0.571800	37.686534
295	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	42.114735	44.908963	41.614735	45.774989	42.480761	46.274989	43.346786	45.774989	43.846786	46.641014	44.846786	46.641014	45.846786	46.641014	46.346786	45.774988	45.480760	45.274988	45.480760	44.274988	44.480760	44.274988	43.980760	43.408963	43.114735	43.908963	43.114735	44.908963
296	#8080ff	#000000	#00000000	#00000000			48.016656	43.748711	50.846786	37.444862	51.712811	36.944862	51.212811	36.078837	50.212811	36.078837	50.212811	35.078837	49.346785	34.578837	48.480759	34.078837	47.614734	34.578837	48.114734	35.444862	47.614734	36.310888	48.480760	36.810888	48.480760	37.810888	49.480760	37.810888	49.980760	36.944862
297	#d0d0d0	#000000	#00000000	#00000000			48.016656	43.748711	48.284605	14.954481	47.784605	15.820507	48.650631	16.320507	49.516656	15.820507	50.016656	16.686532	51.016656	16.686532	52.016656	16.686532	52.516656	15.820506	51.650630	15.320506	51.650630	14.320506	50.650630	14.320506	50.150630	13.454481	49.284605	13.954481	49.284605	14.954481
